name,bio,expertises,total_ratings,avarage_rating
Suzana Batalha Amorim,"Ofereço a você uma escuta ativa, acolhedora e sem julgamentos para juntos trabalharmos questões que estejam lhe sobrecarregando ou impedindo o seu desenvolvimento pessoal e/ou profissional, buscando uma melhor qualidade de vida. Posso te ajudar com diversos transtornos, melhorar seu autoconhecimento e suas relações, superar medos, traumas e dificuldades, eliminar pensamentos disfuncionais e crenças limitantes, dentre outras questões. , , Meus atendimentos tem base na Terapia Cognitiva Comportamental (TCC). Você conhece essa abordagem? Ela trabalha com as cognições e os comportamentos dos indivíduos, identificando como esses afetam suas reações, emoções e os comportamentos., , A minha intervenção é feita justamente em cima dessas cognições e comportamentos. Identifico os pensamentos negativos que causam mal estar e os comportamentos que os mantém no problema, buscando trabalhá-los para ter uma resposta funcional. , , Para essa abordagem a maneira como interpretamos as situações e os eventos da nossa vida está muito mais relacionado com as nossas reações (emoção, comportamento, resposta fisiológica), do que com evento em si. Ou seja, Não é porque aconteceu um evento que você se sentiu mal, mas sim a maneira que você interpretou esses eventos que fez você se sentiu mal. Já pensou nisso? Posso te ensinar a controlar esses pensamentos. , , Pode contar comigo para lidar com suas dificuldades e sofrimentos,  Estou à sua disposição. , , ,","Acompanhamento pessoal, Ansiedade, Depressão, Estresse, Fobias, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Transtornos do Sono, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",0,0
Gabriel Silva Borges,"Olá, meu nome é Gabriel Borges, eu sou psicólogo clinico e aqui quero te auxiliar a lidar melhor com questões referentes a ansiedade e seus efeitos adversos no cotidiano., , Muitos pacientes relatam a dificuldade em manter uma rotina que antes era natural para eles, por exemplo, estar em família, sair com os amigos, ter a sensação de estar no controle de sua própria vida. Alguns percebem que do inicio da pandemia pra cá esse sentimento de ""tem alguma coisa errada"" se tornou mais frequente, e hoje percebem o quanto foram, ou ainda estão sendo, atingidos por todas essas mudanças., , Meu papel aqui é, junto contigo, firmar uma parceria para que possamos reverter esse cenário. Para isso trabalho com sessões semanais em TCC, (Terapia Cognitivo Comportamental) visando retomar o que foi deixado de lado em algum momento da vivência do paciente., , Caso tenhas alguma dúvida ou interesse em iniciar o tratamento, entre em contato comigo, será uma satisfação firmar esta parceria contigo!,","Acompanhamento pessoal, Ansiedade, Compulsões, Depressão, Desenvolvimento Pessoal, Fobia Social, Medos e Fobias, Morte e Luto, Preparação para aposentadoria, Psicologia Clínica, Reabilitação Cognitiva, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero, Questões Raciais",10,5.0
Nathalia Moura,"Olá, prazer! Saiba que é muito bom te encontrar por aqui, isso já significa que você está em transformação! 🦋, , Bom, me apresentando: atuo na clínica, mas també...,","Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Orientação Profissional, Orientação psicológica, Pacientes Enfermos, Psicologia Clínica, Relacionamentos Afetivos, Transtorno Bipolar, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Violência Doméstica, Violência Sexual, Incertezas quanto ao momento e futuro, Desenvolvimento de Competências Profissionais, Sexualidade e identidade de gênero",15,5.0
Sheila Deliberalli,"Psicóloga Perinatal,","Acompanhamento psicológico de Gravidez, Ansiedade, Depressão, Estresse, Orientação psicológica, Sexualidade e identidade de gênero",67,4.985074626865671
Terezinha Laggazio,"Sou Terezinha Laggazio, psicóloga clinica.  realizando Especialização em Terapia Sistêmica Individual, Conjugal e Familiar  pelo CEFI- Centro de Pesquisa e Estudos da Família e Individuo.  Sou membra do Núcleo de Estudos e Espiritualidade do HCPA - NEISE, realizando pós-graduação em Terapia Cognitiva Comportamental pelo programa de atualização da FBTC / Artmed Pan-americana - SECAD.  Trabalhei no Hospital de Clinicas de Porto Alegre por 21 anos. Meus atendimento são online e presencial de adultos, adolescentes e crianças. , , A psicoterapia é um espaço de autoconhecimento que lida com seus medos, traumas e angústias que possibilita  ressignificar  sentimentos e emoções  para tornar uma vida que vale a pena ser vivida. , , A escuta qualificada é a forma de acolhimento da pessoa em seu estado integral. Permita-se ser acolhido dentro de um espaço preservado e sem julgamento.,","Ansiedade, Casal, Cirurgia Bariátrica, Depressão, Dor, Estresse Pós Traumático, Família, Fobias, Idoso / Terceira Idade, Medos e Fobias, Morte e Luto, Psicologia Clínica, Psicologia Hospitalar, Síndrome do Pânico, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtornos Alimentares (Bulimia, Anorexia, etc), Violência Doméstica, Violência Sexual, Quarentena e Isolamento Social, Sexualidade e identidade de gênero",174,5.0
RENATA GOMEZ TORGA,"Você se sente muito cansado, ansioso e desmotivado? Está tendo conflitos com seus familiares, amigos e colegas te trabalho?, Sou psicóloga clínica especializada em psicanálise Winnicottiana., Tenho trabalhado com diversos temas como ansiedade, depressão, luto, problemas de relacionamento, e outras questões que geram sofrimento., Sempre tenho como objetivo no atendimento clínico fornecer  um ambiente acolhedor, no qual a fala e a escuta predominam, tendo como intuito te amparar e compreender suas dores e desafios. Além de acolher meu intuito é poder analisar e ressiguinificar algumas de suas dores e sofrimentos. , Se quer saber um pouco mais sobre como podemos caminhar, agende um horário ou mande uma mensagem!,","Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Dor, Estresse, Família, Fobia Social, Idoso / Terceira Idade, Medos e Fobias, Morte e Luto, Psicologia Clínica, Psicologia Social, Síndrome do Pânico, Suicídio, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Violência Doméstica, Violência Sexual, Sexualidade e identidade de gênero, Sexualidade e Identidade de gênero, Adolescência",94,4.9787234042553195
Andrea T de Camargo Noronha,"Site: https://www.andreatnoronha.com.br/, , Acredito na psicologia clínica como importante instrumento de crescimento e transformação; meu trabalho busca o autoconhecimento, amadurecimento e enfrentamento, uma experiência que visa o fortalecimento e estruturação emocional, permitindo a realização de mudanças baseadas em escolhas criativas e prazerosas, aquisição de competências no âmbito da inteligência emocional com reflexos nos diversos aspectos da vida, como afetivo, familiar, profissional, social., , Meu trabalho, em psicologia clínica, com base psicanalítica, é voltado compreensão dos processos individuais; auto aceitação, estima e conhecimento, promovendo estruturação e enfrentamento de questões emocionais, conflitos, crises e transições existenciais, bem como suporte e preparação para superação e realização de mudanças pessoais, profissionais, afetivas e interpessoais; , , Trabalho com jovens, adultos, casais, terceira idade. Realizo também acompanhamento de lutos, perdas, indivíduos e famílias com pacientes terminais, perdas, lutos, bem como situações de mudança de país, profissionais entre outros. , , PRECISA LIDAR COM MUDANÇAS? Há questões pessoais, profissionais, familiares as quais precisa enfrentar? Pronto para novas experiências? Marque uma consulta, vamos conversar., , DESENVOLVIMENTO PROFISSIONAL e PESSOAL, A TERAPIA COMO FERRAMENTA: uma ferramenta importante no desenvolvimento e crescimento profissional, a terapia ajuda a realizar escolhas, promove a estruturação através do autoconhecimento, permite o desenvolvimento de competências emocionais, o fortalecimento e estruturação para enfrentamento de conflitos, superação de obstáculos, compreensão de ideias e bloqueios limitantes, promove o amadurecimento criando condições de construções em diversos aspectos da vida., , CONSTRUÇÃO: realizo trabalhos baseados em CONSTRUÇÔES, presentes em todas os aspectos da terapia. Partindo do entendimento de situações impactantes, causadas por mudanças e perdas, como oportunidades de crescimento e transformação, a partir de escolhas saudáveis, com base em autoconhecimento. A compreensão de traumas, bloqueios, emocionais, ideias limitantes a forma como interferem na saúde emocional, fortalecendo a autoimagem, estima e aceitação, o desenvolvimento de ferramentas para o enfrentamento e estruturação, uma experiências de construção., , COVID 19: Vamos conversar sobre a pandemia e suas diferentes questões? Vamos entender os diversos momentos, os sentimentos que desencadeiam como medo e insegurança, e os efeitos do confinamento, o stress e fadiga do isolamento social, a insegurança, de forma a desenvolver competências emocionais para seu enfrentamento., ,","Ansiedade, Casal, Conflitos Amorosos, Conflitos Familiares, Consultoria Empresarial, Depressão, Desenvolvimento Pessoal, Estresse, Estresse Pós Traumático, Fobia Social, Idoso / Terceira Idade, Morte e Luto, Preparação para aposentadoria, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Violência Doméstica, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Desenvolvimento de Competências Profissionais, Sexualidade e identidade de gênero, Adolescência",448,0.44642857142857145
Camila Valossi,"Pare e dê uma chance a si mesmo. ""Aaron Beck"", Está em busca de Terapia?, Gostaria de ajudar você a reconhecer as emoções, pensamentos e comportamentos., Através da minha experiência clínica, atuando como psicóloga de adultos e idosos, podemos juntos, construir uma caminhada de autoconhecimento., Aguardo o seu contato.,","Acompanhamento psicológico de Gravidez, Ansiedade, Conflitos Amorosos, Desenvolvimento Pessoal, Morte e Luto, Psicologia Clínica, TOC (Transtorno Obsessivo Compulsivo), Transtorno de Humor, Maternidade",13,5.0
Maria Luiza Patzsch de Moraes,"Olá, seja bem vindo(a) ao meu espaço de atendimento virtual!, Me chamo Maria Luiza e atuo através da abordagem analítica junguiana. Estou aqui para te ajudar a compreender e trabalhar suas dores, seus sentimentos e te acompanhar em seu processo de auto conhecimento. A partir da terapia, conseguimos juntos desenvolver um caminho de transformação, onde se torna possível resgatar sua essência e viver em equilíbrio com o seu mundo interno e externo. , Considero muito importante construirmos juntos um espaço seguro de troca e acolhimento. As suas experiências, dores e percepções são sempre válidas! Aqui não há espaço para julgamentos, trabalharemos com a aceitação e ressignificação., Aguardo seu contato para iniciarmos essa caminhada!, Contato: (47) 99633-2124, E-mail: malupatzsch@hotmail.com,","Acompanhamento pessoal, Ansiedade, Aprendizagem, Casamento, Compulsões, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Medos e Fobias, Orientação psicológica, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Transtornos Alimentares (Bulimia, Anorexia, etc), Transtornos do Sono, Adaptação ao Home Office, Incertezas quanto ao momento e futuro",69,5.0
Liliana Gomes Delmondes,"Seja bem vindo aqui,Sou a Liliana Delmondes,Psicóloga clínica ,trabalho com  Psicologia Analítica na abordagem Junguiana. Estar  aqui por inteiro é minha missão,e meu compromisso é sua saúde mental e bem estar. A minha  abordagem vai analisar o indivíduo aparti dos conteúdos do seu consciente e do seu inconsciente.Cada indivíduo pensa e experimenta e sente o mundo de forma individual.A psicoterapia junguiana tem a intenção que o indivíduo conheça a si mesmo,interno externamente, de forma sistêmica e em diversos aspectos.,","Acompanhamento pessoal, Ansiedade, Casal, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Fobia Social, Medos e Fobias, Morte e Luto, Orientação para problemas de aprendizagem, Orientação Profissional, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Violência Sexual, Adaptação ao Home Office, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero, Adolescência, Maternidade",0,0
Gislaine da Silva Tranche,"Olá! Me chamo Gislaine, sou psicóloga. Acredito que a forma como enxergamos a nós mesmos se modifica muito em um processo terapêutico, e por consequência disso,...,","Ansiedade, Compulsões, Conflitos Amorosos, Conflitos Familiares, Desenvolvimento Pessoal, Dor, Estresse, Família, Medos e Fobias, Morte e Luto, Obesidade, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, TOC (Transtorno Obsessivo Compulsivo), Transtornos do Sono, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",213,1.051643192488263
Mateus Rafael Vitor Gaspari,"Olá, meu nome é Mateus Gaspari sou Psicólogo Clínico formado no Centro Universitário de Jaguariúna UNIFAJ, e tenho experiência com atendimentos de adolescentes ...,","Acompanhamento pessoal, Acompanhamento psicológico de idosos, Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Idoso / Terceira Idade, Orientação psicológica, Psicologia Clínica, Saúde Mental, Quarentena e Isolamento Social, Adaptação ao Home Office, Incertezas quanto ao momento e futuro, Adolescência",0,0
